horizon,beta,ci_lo90,ci_hi90,ci_lo68,ci_hi68
0,-0.00035296197858670895,-0.0010720796799888604,0.0006122437047615479,-0.000798689965870158,0.00023547159450449225
1,0.0005728304589078739,-0.0006828957342958666,0.0014910208952240728,-0.00017805320165861056,0.0011392654373211185
2,0.000768824990686144,-0.0007581648373059641,0.0019773059036919615,-0.0001729904946552839,0.0015612930489838778
3,0.0007459334357958435,-0.00043753277934848985,0.0019236223643045473,1.4363308597630073e-5,0.0014026172303401709
4,0.0010071922985289657,-0.00047434894403543823,0.0020796562790377712,0.00014005264966333636,0.0016745048983526222
5,0.0004225118570845224,-0.0010457076191879072,0.0016852106594564486,-0.0004732980368593362,0.0011828227812170598
6,-7.019045396293032e-5,-0.0012900085182204197,0.0009718184754897614,-0.0007784024325953595,0.0006715260937564333
7,-0.00031364502856910545,-0.0015755475727277895,0.0009217410506829401,-0.0010000791889362521,0.00038487711631134087
8,-0.0005069404753506213,-0.0016086859147615023,0.0006572503780285588,-0.0012206750380032761,0.00029777061047238016
9,-0.001021534420351562,-0.002470508226142167,0.0005438142341693869,-0.0018991837253252296,-6.732984880095994e-5
10,0.0006209499235030933,-0.0008735269426063511,0.0020679036012213967,-0.00019373494151665076,0.0015582856606672826
11,-0.0002609838602598439,-0.0017380280334945162,0.001456111712925366,-0.0011210388695321871,0.0007824931345078456
12,0.0008333383311021922,-0.0005068973457036322,0.002861971587321332,7.820751095648085e-5,0.001991276098803222
13,0.0018698285992763016,0.000452689798103487,0.0038407923692859204,0.0009955648644060584,0.003069905810764649
14,0.0017897460799911726,0.00040249330519076727,0.0038324366069676717,0.0009872102766294965,0.00305155345926276
15,0.0007731399413186776,-0.0006788681950062539,0.0023200461880393047,-0.0001896991715978813,0.001801866230868109
16,0.0015962241890227075,0.00015368104028546086,0.0031791622917867078,0.0007357268621040211,0.002582649834693079
17,0.00024138619316704235,-0.0011339916016488145,0.0019370940375434942,-0.0005904665868257374,0.001204572340594761
18,0.001110220911543995,-0.00020540628744580608,0.0028270293190324133,0.00036757498951459674,0.002092037040508068
19,0.001829252825145837,0.0006891934783725808,0.003470370073932616,0.0010869662677002948,0.0028344296027056027
20,0.0012932983164412719,8.393081948101459e-5,0.0027951126563890583,0.0005169499466901285,0.002258761299145677
21,0.0020881403096468572,0.0008271070779829856,0.0036987226723374186,0.0012561867773069352,0.003093611754918048
22,0.0017815874075839684,0.0005628231422045759,0.0032178224700407905,0.0010250037323036925,0.002732102074300356
23,0.0030533227626113055,0.0018033609786243204,0.004498270505503076,0.0022656870913322844,0.003897602132730282
24,0.00238808316946235,0.0012782550564128664,0.003848253275097606,0.0016849412579951063,0.0031989986518721515
25,0.0028594534557896123,0.0018055582473755045,0.0043159321654196005,0.0021784990847464243,0.0037639720629895775
26,0.0015632575414469831,0.0003664957026395252,0.003017961341681734,0.0007970668118182365,0.0024376568669133023
27,0.00043724854196200874,-0.0006335091418553402,0.001760817199479476,-0.0002481919154365138,0.0012058709515064985
28,0.0010791406823129404,-9.685338812756962e-5,0.0026839525599406332,0.00036664341624503306,0.0019737997574908717
29,0.0014355565389094006,0.000391628300401187,0.0029514308749565097,0.0008168031669120332,0.0022968415770587306
30,0.001440372842739317,0.000343249919724129,0.0027974132683696936,0.0008238895295972579,0.002252571632009659
31,0.0015930851106073416,0.000492111738571516,0.002862502623760095,0.0009447716289170158,0.0023602554511604097
32,0.002051182977838549,0.0008832251013244632,0.003471949108857412,0.0013859331035155423,0.002924919216790285
33,0.0025769826375819315,0.001268376671118072,0.003944119964536256,0.0017906846543339705,0.0034262922261811338
34,0.002357324988177574,0.0010258377869447753,0.0036140253523604046,0.001511724765400822,0.0030875839015625725
35,0.0016810295185585625,0.000264295389161976,0.0031021555489778195,0.0008947954781774851,0.002513338400687623
36,0.0010734549357158758,-9.314337342793588e-5,0.0021311056393173346,0.0002831929411353431,0.001718009151102498
